Date,Exchange_Symbol,Trading_Volume,Volume_Weighted_Average_Price,Open_Price,Close_Price,Highest_Price,Lowest_Price,Unix_Msec_Timestamp,No_of_Transactions
17-08-2021,AJG,821783,141.5922,142.04,,,,1.63E+12,12519
17-08-2021,COM,22963,30.7731,30.9,,,,1.63E+12,225
17-08-2021,SFUN,2081,9.0043,8.95,,,,1.63E+12,27
17-08-2021,LNC,1511268,67.5848,67.81,,,,1.63E+12,19648
17-08-2021,AGMH,77606,7.5495,7.38,,,,1.63E+12,459
17-08-2021,RELX,496879,30.034,30.07,,,,1.63E+12,4459
17-08-2021,KLTR,525788,11.2446,11.08,,,,1.63E+12,5939
17-08-2021,ELYS,720385,4.196,4.28,,,,1.63E+12,3105
17-08-2021,SPYD,2690319,40.1652,40.26,,,,1.63E+12,12451
17-08-2021,AXDX,131292,6.1244,6.02,,,,1.63E+12,1342
17-08-2021,RKTA,388,9.7284,9.75,,,,1.63E+12,8
17-08-2021,CPLP,43718,11.4571,11.62,,,,1.63E+12,674
17-08-2021,SQNS,442075,4.8806,5.22,,,,1.63E+12,2035
17-08-2021,NRIX,190839,30.2074,29.28,,,,1.63E+12,3025
17-08-2021,NCTY,1466566,12.954,13.42,,,,1.63E+12,8675
17-08-2021,PAGS,1875255,55.4706,55.68,,,,1.63E+12,19082
17-08-2021,UPLD,131417,36.5871,37.06,,,,1.63E+12,2199
17-08-2021,DWM,33437,55.5656,55.6,,,,1.63E+12,179
17-08-2021,PYN,291,10.6024,10.6,,,,1.63E+12,3
17-08-2021,ADS,665946,89.2041,89.99,,,,1.63E+12,9638
17-08-2021,AIG,4491200,54.2187,54.25,,,,1.63E+12,43894
17-08-2021,IINN,224450,3.3643,3.52,,,,1.63E+12,848
17-08-2021,CRWS,88249,7.1377,7.53,,,,1.63E+12,320
17-08-2021,EEMS,25974,59.3171,59.43,,,,1.63E+12,245
17-08-2021,WDAY,1049430,230.8778,230.43,,,,1.63E+12,22484
17-08-2021,POWWP,8963,28.1215,28.16,,,,1.63E+12,70
17-08-2021,FYT,75205,50.1292,50.41,,,,1.63E+12,260
17-08-2021,MRAC,28262,9.8995,9.89,,,,1.63E+12,87
17-08-2021,HEFA,380691,34.8842,34.82,,,,1.63E+12,1464
17-08-2021,ORTX,395305,2.6398,2.65,,,,1.63E+12,1953
17-08-2021,FLR,2355533,16.2245,16.59,,,,1.63E+12,17616
17-08-2021,EMHY,60130,45.2562,45.3,,,,1.63E+12,298
17-08-2021,NEP,432741,78.3029,79.09,,,,1.63E+12,5134
17-08-2021,FXU,53374,31.8537,31.98,,,,1.63E+12,299
17-08-2021,OSS,82302,5.4348,5.33,,,,1.63E+12,800
17-08-2021,GLpD,104169,25.6772,25.73,,,,1.63E+12,398
17-08-2021,SID,4082490,7.6066,7.81,,,,1.63E+12,15150
17-08-2021,CANG,305866,3.4,3.42,,,,1.63E+12,1398
17-08-2021,RLMD,162907,23.0747,21.72,,,,1.63E+12,2442
17-08-2021,ETNB,227062,18.0393,18.21,,,,1.63E+12,2098
17-08-2021,ROBT,16900,53.0168,53.26,,,,1.63E+12,201
17-08-2021,KFRC,71626,59.4772,60.98,,,,1.63E+12,1499
17-08-2021,CHW,196851,10.7039,10.8,,,,1.63E+12,909
17-08-2021,BDL,18507,25.2262,24.98,,,,1.63E+12,506
17-08-2021,TCOM,4267335,24.219,24.39,,,,1.63E+12,41579
17-08-2021,HWELU,589477,9.9518,9.94,,,,1.63E+12,136
17-08-2021,FIVG,94287,37.6422,37.9,,,,1.63E+12,1606
17-08-2021,CRM,3472597,247.1862,248.26,,,,1.63E+12,66275
17-08-2021,BDC,166385,53.4822,53.74,,,,1.63E+12,3130
17-08-2021,KNBE,739016,24.1841,25,,,,1.63E+12,7564
17-08-2021,ZIG,7235,28.9583,29.19,,,,1.63E+12,49
17-08-2021,IBRX,1071926,10.0264,10.55,,,,1.63E+12,9213
17-08-2021,IIPR,160054,225.6831,228,,,,1.63E+12,6286
17-08-2021,PIPR,65645,140.9736,142.79,,,,1.63E+12,1541
17-08-2021,IMCG,35432,70.0339,70.2,,,,1.63E+12,429
17-08-2021,VZIO,1010913,19.9278,20.25,,,,1.63E+12,8779
17-08-2021,MCMJ,74006,9.9396,9.96,,,,1.63E+12,227
17-08-2021,TPZ,16763,12.8773,12.77,,,,1.63E+12,84
17-08-2021,GCBC,13219,29.6187,30.05,,,,1.63E+12,254
17-08-2021,IMCV,7530,64.3648,64.64,,,,1.63E+12,103
17-08-2021,OPFI,412981,6.7826,7.27,,,,1.63E+12,2662
17-08-2021,HFWA,69938,24.9744,25.04,,,,1.63E+12,1218
17-08-2021,CODA,4107,8.6911,8.66,,,,1.63E+12,63
17-08-2021,ETB,37415,16.7225,16.75,,,,1.63E+12,288
17-08-2021,FULT,579584,15.7644,15.79,,,,1.63E+12,5634
17-08-2021,EZA,1019395,47.4358,47.47,,,,1.63E+12,3079
17-08-2021,PSA,706648,318.6253,317.72,,,,1.63E+12,13931
17-08-2021,RQI,380397,16.2974,16.4,,,,1.63E+12,1546
17-08-2021,ENSC,2636275,3.3357,2.88,,,,1.63E+12,8049
17-08-2021,PAQCU,30883,10.0002,10,,,,1.63E+12,164
17-08-2021,TW,143299,87.0199,87.51,,,,1.63E+12,3323
17-08-2021,COF,2791045,173.6479,175.27,,,,1.63E+12,47062
17-08-2021,HOLX,1238778,77.071,76.77,,,,1.63E+12,17659
17-08-2021,CALA,451612,2.1901,2.15,,,,1.63E+12,2167
17-08-2021,EPRT,662961,30.8007,30.51,,,,1.63E+12,8410
17-08-2021,IWF,805723,281.1617,282.21,,,,1.63E+12,11419
17-08-2021,CLI,519809,17.4638,17.44,,,,1.63E+12,5249
17-08-2021,YMAB,133525,28.7116,28.51,,,,1.63E+12,2680
17-08-2021,ARCE,179985,26.1836,26.07,,,,1.63E+12,1638
17-08-2021,RAAX,5309,25.3738,25.39,,,,1.63E+12,29
17-08-2021,KEJI,1530,18.8002,18.77,,,,1.63E+12,30
17-08-2021,THS,357326,38.9399,38.75,,,,1.63E+12,6312
17-08-2021,EVA,59175,52.9934,54,,,,1.63E+12,772
17-08-2021,SANA,717362,20.6022,19.66,,,,1.63E+12,8359
17-08-2021,GLDD,190035,14.739,14.82,,,,1.63E+12,2464
17-08-2021,EMLP,173603,24.4373,24.47,,,,1.63E+12,1188
17-08-2021,IVE,706125,150.8902,151.01,,,,1.63E+12,6907
17-08-2021,ALLY,3216862,52.5446,53.19,,,,1.63E+12,26760
17-08-2021,PIPP.WS,34433,0.9104,0.9001,,,,1.63E+12,126
17-08-2021,FLTR,71671,25.3655,25.36,,,,1.63E+12,183
17-08-2021,SDIV,655247,13.2121,13.25,,,,1.63E+12,4002
17-08-2021,GROM,445106,2.825,2.94,,,,1.63E+12,1575
17-08-2021,PKI,703106,182.7667,184.06,,,,1.63E+12,13148
17-08-2021,MEIP,194570,2.6546,2.64,,,,1.63E+12,1258
17-08-2021,NXP,17326,17.413,17.45,,,,1.63E+12,77
17-08-2021,TGA,287936,1.5625,1.61,,,,1.63E+12,892
17-08-2021,NEE,5257074,83.6495,83.6,,,,1.63E+12,50735
17-08-2021,RBLX,21772252,77.5802,74.894,,,,1.63E+12,175243
17-08-2021,ROST,1839489,121.0462,123.63,,,,1.63E+12,34460
17-08-2021,AWX,51076,4.8214,4.96,,,,1.63E+12,282
17-08-2021,ACTG,185928,5.5106,5.5,,,,1.63E+12,1665
17-08-2021,MRTN,189818,15.1595,15.17,,,,1.63E+12,1732
17-08-2021,MA,2812781,362.2286,362,,,,1.63E+12,56239
17-08-2021,LPTX,699848,1.6736,1.66,,,,1.63E+12,1488
17-08-2021,OCUL,779730,10.1194,10.21,,,,1.63E+12,7068
17-08-2021,TALK,1459895,5.237,5.47,,,,1.63E+12,8388
17-08-2021,CTIC,722408,2.6517,2.64,,,,1.63E+12,4175
17-08-2021,VENAU,401,10.8198,10.82,,,,1.63E+12,2
17-08-2021,BCOW,17865,10.741,10.76,,,,1.63E+12,101
17-08-2021,VIACP,72792,66.8631,67.66,,,,1.63E+12,504
17-08-2021,AMN,273841,107.2867,108.95,,,,1.63E+12,6589
17-08-2021,AKUS,59297,10.752,10.86,,,,1.63E+12,1297
17-08-2021,ELDN,88009,6.2884,6.16,,,,1.63E+12,453
17-08-2021,CGABL,42466,25.704,25.66,,,,1.63E+12,309
17-08-2021,ORAN,813954,11.3015,11.27,,,,1.63E+12,4028
17-08-2021,FORD,96422,2.406,2.48,,,,1.63E+12,565
17-08-2021,NTEST.N,1520,25.0082,25.01,,,,1.63E+12,36
17-08-2021,MSOS,865933,33.0665,33.55,,,,1.63E+12,6094
17-08-2021,TXT,794227,72.1062,73,,,,1.63E+12,12732
17-08-2021,GLQ,122275,15.7483,15.75,,,,1.63E+12,588
17-08-2021,HERO,126680,28.6061,28.5,,,,1.63E+12,1949
17-08-2021,NKLA,18742791,9.4793,9.19,,,,1.63E+12,88729
17-08-2021,WD,94779,98.7332,98.71,,,,1.63E+12,2779
17-08-2021,ZUO,625327,15.7248,15.58,,,,1.63E+12,6940
17-08-2021,OSIS,75969,99.0387,100.13,,,,1.63E+12,1940
17-08-2021,FAD,17969,118.8379,120.15,,,,1.63E+12,87
17-08-2021,TGTX,2179191,21.8141,22.005,,,,1.63E+12,18394
17-08-2021,PINS,8471256,55.6749,55.65,,,,1.63E+12,80043
17-08-2021,GLNG,1032612,10.4617,10.66,,,,1.63E+12,8197
17-08-2021,EWL,2393617,51.1055,51.11,,,,1.63E+12,6860
17-08-2021,DIAL,125518,21.5812,21.6,,,,1.63E+12,319
17-08-2021,ALZN,806333,3.3588,3.41,,,,1.63E+12,3619
17-08-2021,PLOW,124818,37.4628,37.65,,,,1.63E+12,2015
17-08-2021,PXLW,828969,3.3054,3.43,,,,1.63E+12,5441
17-08-2021,GPOR,48611,65.012,64.35,,,,1.63E+12,645
17-08-2021,YXI,11758,16.1247,16.17,,,,1.63E+12,109
17-08-2021,ORI,1737798,26.0469,25.9,,,,1.63E+12,14454
17-08-2021,TEAM,637600,335.6037,332.58,,,,1.63E+12,15862
17-08-2021,IDNA,41862,51.6147,50.99,,,,1.63E+12,733
17-08-2021,VIS,110564,197.3679,198.91,,,,1.63E+12,2008
17-08-2021,GME,1215938,164.7468,161.19,,,,1.63E+12,41983
17-08-2021,SYLD,18299,61.9969,62.87,,,,1.63E+12,312
17-08-2021,MMD,34794,23.0437,22.9,,,,1.63E+12,212
17-08-2021,ANIX,94893,4.019,4,,,,1.63E+12,519
17-08-2021,LIVX,758517,2.7631,2.93,,,,1.63E+12,5538
17-08-2021,OTTR,74202,53.7377,53.79,,,,1.63E+12,1351
17-08-2021,HYGV,35786,49.579,49.62,,,49.52,1.63E+12,170
17-08-2021,ENTX,96535,5.0266,4.97,,,4.97,1.63E+12,1013
17-08-2021,BRY,335369,5.175,5.02,,,5.02,1.63E+12,3522
17-08-2021,NATH,20772,68.8729,66.13,,,65.9,1.63E+12,429
17-08-2021,CARG,1740726,27.2959,28.15,,,26.8,1.63E+12,16145
17-08-2021,IBMO,8774,27.0874,27.11,,,27.065,1.63E+12,31
17-08-2021,IAC,905739,124.401,124.52,,,123.09,1.63E+12,15160
17-08-2021,VGM,70781,14.0616,14.06,,,14.03,1.63E+12,256
17-08-2021,GRCL,91277,10.7378,11.09,,,10.26,1.63E+12,1061
17-08-2021,AGNCN,27298,26.3222,26.23,,,26.23,1.63E+12,273
17-08-2021,GRTX,201978,7.8107,8.13,,,7.27,1.63E+12,1628
17-08-2021,CMT,22646,14.6545,14.71,,,14.5,1.63E+12,340
17-08-2021,IBDQ,121130,26.967,26.97,,,26.9501,1.63E+12,513
17-08-2021,GNE,92418,6.2862,6.25,,,6.1694,1.63E+12,487
17-08-2021,CNSL,348329,8.9406,8.78,,,8.75,1.63E+12,3867
17-08-2021,VIOV,35563,172.2731,173.55,,,170.74,1.63E+12,987
17-08-2021,CMPS,317739,30.1849,29.93,,,29.45,1.63E+12,4443
17-08-2021,AFRM,2209361,64.1814,62.1354,,,62.11,1.63E+12,23293
17-08-2021,XNET,627931,3.1293,3.2,,,3.06,1.63E+12,2674
17-08-2021,CLDR,7385929,15.928,15.92,,,15.9,1.63E+12,9919
17-08-2021,SGDJ,25330,40.1025,40.55,,,39.745,1.63E+12,467
17-08-2021,PRPH,141384,5.3772,5.52,,,5.25,1.63E+12,934
17-08-2021,CNS,48390,86.0732,86.63,,,85.53,1.63E+12,1151
17-08-2021,PBH,194032,59.498,59.36,,,59.07,1.63E+12,3554
17-08-2021,USAP,13447,11.0392,11.25,,,10.86,1.63E+12,194
17-08-2021,ASTS,2585279,8.5345,9.1,,,8.25,1.63E+12,20669
17-08-2021,GOOS,1444657,35.0636,35.72,,,34.58,1.63E+12,16651
17-08-2021,TDSpU,45545,27.0444,27.1,,,26.94,1.63E+12,213
17-08-2021,GTY,133151,31.4306,31.35,,,31.14,1.63E+12,1694
17-08-2021,JMOM,16626,44.7486,45.07,,,44.54,1.63E+12,189
17-08-2021,URTY,729249,95.3368,96.66,,,92.6445,1.63E+12,6947
17-08-2021,SHLX,1444815,12.1915,12.17,,,12.09,1.63E+12,5974
17-08-2021,SLY,86526,94.3322,94.8,,,93.2687,1.63E+12,543
17-08-2021,KNDI,977252,4.8878,4.91,,,4.81,1.63E+12,7684
17-08-2021,HWM,1715117,31.4361,31.56,,,31.11,1.63E+12,16681
17-08-2021,EIC,7119,17.3177,17.45,,,17.2299,1.63E+12,59
17-08-2021,TA,96935,36.6181,37.33,,,35.86,1.63E+12,3053
17-08-2021,SNDX,261779,15.8977,15.56,,,15.47,1.63E+12,3072
17-08-2021,PCYO,54295,14.469,14.98,,,14.255,1.63E+12,647
17-08-2021,UAN,57646,55.3433,56.54,,,52.97,1.63E+12,777
17-08-2021,TXMD,7975075,0.7699,0.7941,,,0.745,1.63E+12,17744
17-08-2021,MFA,2402737,4.5648,4.57,,,4.52,1.63E+12,6597
17-08-2021,AC,15483,36.8606,36.45,,,36.45,1.63E+12,390
17-08-2021,OIS,500736,5.2597,5.27,,,5.15,1.63E+12,4540
17-08-2021,DSP,393262,14.6827,14.11,,,14.03,1.63E+12,4325
17-08-2021,NTR,2747364,60.7044,61.85,,,59.89,1.63E+12,23494
17-08-2021,PH,1290093,296.0204,296.89,,,293.64,1.63E+12,19566
17-08-2021,OLLI,793047,83.4228,82.01,,,81.32,1.63E+12,13016
17-08-2021,NVVE,172853,10.3299,10.07,,,10.01,1.63E+12,1832
17-08-2021,VGSH,638374,61.4741,61.46,,,61.46,1.63E+12,2120
17-08-2021,PLIN,335502,1.3055,1.27,,,1.24,1.63E+12,421
17-08-2021,BLV,143057,105.0006,104.89,,,104.7581,1.63E+12,1768
17-08-2021,DX,460012,17.6482,17.63,,,17.53,1.63E+12,4744
17-08-2021,MDGL,85106,82.3349,82.26,,,81.52,1.63E+12,2357
17-08-2021,BBU,24878,40.3295,40.4,,,40.03,1.63E+12,293
17-08-2021,FTXN,3638,15.7508,15.69,,,15.69,1.63E+12,25
17-08-2021,FBC,499695,48.736,48.26,,,48.08,1.63E+12,8021
17-08-2021,IEUR,379536,58.9616,59.15,,,58.76,1.63E+12,3040
17-08-2021,VEA,7431883,51.9613,52.02,,,51.7393,1.63E+12,32134
17-08-2021,COLI,5131,9.6802,9.67,,,9.67,1.63E+12,45
17-08-2021,NAKD,18433713,0.5092,0.509,,,0.5,1.63E+12,21554
17-08-2021,BGCP,2290763,5.3744,5.4,,,5.3,1.63E+12,10159
17-08-2021,GEOS,39413,9.972,10.04,,,9.7601,1.63E+12,371
17-08-2021,EFC,345927,18.4128,18.35,,,18.26,1.63E+12,3271
17-08-2021,FUTY,90979,44.3047,44.42,,,44.0993,1.63E+12,1142
17-08-2021,ACES,73026,67.1168,67.74,,,66.5,1.63E+12,1184
17-08-2021,JAX,110249,13.8749,13.98,,,13.87,1.63E+12,670
17-08-2021,FFIEW,658948,1.9972,2.08,,,1.91,1.63E+12,3892
17-08-2021,OPRX,159543,58.5294,58.46,,,57.51,1.63E+12,3072
17-08-2021,LITE,1689460,80.2495,77.915,,,77.32,1.63E+12,18939
17-08-2021,VBR,402279,170.1854,171.57,,,168.73,1.63E+12,6537
17-08-2021,DFAS,48403,57.1851,57.77,,,56.6901,1.63E+12,286
17-08-2021,IVAC,85110,4.8865,5.04,,,4.81,1.63E+12,943
17-08-2021,KBR,474772,39.2368,39.23,,,38.805,1.63E+12,7025
17-08-2021,DDT,9132,26.3027,26.4,,,26.22,1.63E+12,56
17-08-2021,TOLZ,28195,46.8649,46.92,,,46.66,1.63E+12,250
17-08-2021,SGMO,816264,9.5832,9.39,,,9.3,1.63E+12,6031
17-08-2021,IPVA.WS,8288,1.0399,1.11,,,0.9301,1.63E+12,38
17-08-2021,JSTC,38702,17.567,17.51,,,17.51,1.63E+12,66
17-08-2021,EMLC,1247400,30.6284,30.65,,,30.5734,1.63E+12,3079
17-08-2021,UBER,20114438,40.9876,41,,,40.58,1.63E+12,122831
17-08-2021,CYCN,284187,2.9471,2.97,,,2.86,1.63E+12,1440
17-08-2021,VFH,299981,93.8199,94,,,92.97,1.63E+12,3547
17-08-2021,SON,210571,64.3738,64.58,,,63.98,1.63E+12,4121
17-08-2021,TPX,2806146,43.1884,43.18,,,42.4478,1.63E+12,20492
17-08-2021,LBC,15813,13.0156,12.95,,,12.83,1.63E+12,478
17-08-2021,LOKB.U,1303,10.553,10.6,,,10.55,1.63E+12,8
17-08-2021,OI,745495,14.8076,14.63,,,14.5,1.63E+12,6714
17-08-2021,SIRI,15237367,6.1016,6.06,,,6.035,1.63E+12,38942
17-08-2021,HZNP,610000,105.2104,105.76,,,104.28,1.63E+12,10853
17-08-2021,BEST,4099678,1.0329,1.04,,,1,1.63E+12,7132
17-08-2021,JUPW,749825,1.6253,1.67,,,1.57,1.63E+12,1526
17-08-2021,AVCO,422577,1.0164,1.1,,,0.9978,1.63E+12,1034
17-08-2021,BIV,745332,90.7703,90.77,,,90.71,1.63E+12,4588
17-08-2021,FR,603548,55.419,54.93,,,54.68,1.63E+12,8290
17-08-2021,BLNK,1973833,30.458,30.8,,,29.8,1.63E+12,24710
17-08-2021,AVO,57082,19.4175,19.39,,,19.25,1.63E+12,872
17-08-2021,UUP,1009407,25.0051,24.96,,,24.96,1.63E+12,1291
17-08-2021,BICK,1871,35.4131,35.44,,,35.31,1.63E+12,28
17-08-2021,RAMP,459626,43.8854,44.15,,,43.19,1.63E+12,6834
17-08-2021,HL,5140581,5.9147,6,,,5.81,1.63E+12,18950
17-08-2021,HWC,415361,45.2905,45.82,,,44.58,1.63E+12,4722
17-08-2021,DBP,4831,48.4039,48.59,,,48.3074,1.63E+12,114
17-08-2021,DVLU,83938,23.8026,24.43,,,23.79,1.63E+12,71
17-08-2021,LGI,39588,21.4394,21.26,,,21.26,1.63E+12,241
17-08-2021,GRP.U,3241,70.1823,70.36,,,69.99,1.63E+12,71
17-08-2021,BCI,121838,26.1718,26.35,,,26.1,1.63E+12,489
17-08-2021,REE,176616,9.5215,9.8,,,9.2,1.63E+12,1341
17-08-2021,DCT,172770,42.2366,43.02,,,41.84,1.63E+12,3743
17-08-2021,FINMU,46674,9.9944,9.99,,,9.985,1.63E+12,175
17-08-2021,HQH,322017,27.0206,26.75,,,26.61,1.63E+12,2474
17-08-2021,DCRN,161951,9.8569,9.85,,,9.85,1.63E+12,627
17-08-2021,MHO,272099,62.544,64.14,,,61.54,1.63E+12,4541
17-08-2021,DPW,5775448,2.4425,2.52,,,2.35,1.63E+12,13865
17-08-2021,HBI,4048358,19.4279,19.96,,,19.17,1.63E+12,25235
17-08-2021,AUVI,319093,6.1726,7.11,,,5.54,1.63E+12,2534
17-08-2021,MC,237946,61.1398,61.47,,,60.56,1.63E+12,4381
17-08-2021,DNAB,6694,9.8109,9.81,,,9.8,1.63E+12,68
17-08-2021,KURA,511798,16.0619,16.19,,,15.495,1.63E+12,5522
17-08-2021,RGNX,411021,31.1787,30.77,,,30.13,1.63E+12,4429
17-08-2021,KEMQ,32290,27.629,27.54,,,27.505,1.63E+12,123
17-08-2021,BW,633306,7.1716,7.46,,,6.95,1.63E+12,5091
17-08-2021,UZA,32525,25.3365,25.33,,,25.33,1.63E+12,99
17-08-2021,MFC,4852230,19.7606,19.87,,,19.61,1.63E+12,13640
17-08-2021,BHR,1281545,4.9093,5.07,,,4.72,1.63E+12,7051
17-08-2021,INTA,122679,33.0745,34,,,32.41,1.63E+12,1869
17-08-2021,ABOS,90853,15.3348,15.03,,,15,1.63E+12,1267
17-08-2021,TFCpO,31920,27.8216,27.89,,,27.7367,1.63E+12,274
17-08-2021,ABC,779721,120.7227,119.99,,,119.42,1.63E+12,11207
17-08-2021,CNQ,2787425,31.9189,31.84,,,31.625,1.63E+12,21733
17-08-2021,DVN,8292499,27.0064,26.9,,,26.7,1.63E+12,59647
17-08-2021,STOK,94134,25.6017,24.23,,,24.22,1.63E+12,1587
17-08-2021,NZF,125117,17.2937,17.32,,,17.26,1.63E+12,437
17-08-2021,VKQ,57897,13.8354,13.84,,,13.8,1.63E+12,256
17-08-2021,EXG,798377,10.6993,10.78,,,10.6499,1.63E+12,2894
17-08-2021,DVYE,193341,38.1213,38.1,,,37.9479,1.63E+12,1015
17-08-2021,STWO,180033,9.9036,9.94,,,9.89,1.63E+12,472
17-08-2021,MAN,294409,121.9852,122.28,,,120.645,1.63E+12,6005
17-08-2021,ERY,1876801,16.935,17,,,16.5,1.63E+12,9343
17-08-2021,SAN,3604698,3.709,3.74,,,3.67,1.63E+12,7493
17-08-2021,PECO,135331,29.4646,29.88,,,29.21,1.63E+12,1902
17-08-2021,MBI,270087,12.0515,11.97,,,11.96,1.63E+12,3898
17-08-2021,SRZN,7960,8.2794,8.68,,,8.02,1.63E+12,146
17-08-2021,PSApP,143734,25.4754,25.52,,,25.41,1.63E+12,346
17-08-2021,HBANP,149438,25.6582,25.65,,,25.45,1.63E+12,600
17-08-2021,LEE,25063,24.3165,24.53,,,24,1.63E+12,461
17-08-2021,HTBX,175251,6.2431,6.2,,,6.1,1.63E+12,1579
17-08-2021,KXI,8530,62.5992,62.49,,,62.4136,1.63E+12,171
17-08-2021,HELE,66052,234.008,235.24,,,232.42,1.63E+12,2440
17-08-2021,ANVS,515429,37.9437,38.82,,,36.55,1.63E+12,5269
17-08-2021,PFGC,1234386,45.1598,44.79,,,44.53,1.63E+12,12072
17-08-2021,EQD.WS,279272,1.1176,1.14,,,1.11,1.63E+12,184
17-08-2021,TFSL,154793,19.8959,19.86,,,19.73,1.63E+12,2038
17-08-2021,BRCN,239605,2.1158,2.27,,,1.93,1.63E+12,819
17-08-2021,HYFM,796514,41.5378,41.06,,,40.38,1.63E+12,13172
17-08-2021,VV,168129,207.3041,207.83,,,206.25,1.63E+12,2575
17-08-2021,SXTC,166740,1.1043,1.07,,,1.07,1.63E+12,605
17-08-2021,RCII,514211,60.5939,63.01,,,59.57,1.63E+12,9592
17-08-2021,IAUM,9817,17.858,17.89,,,17.83,1.63E+12,57
17-08-2021,STIP,573905,106.1501,106.2,,,106.1,1.63E+12,2894
17-08-2021,XP,1126256,44.8632,45.62,,,44.21,1.63E+12,10655
17-08-2021,VOOV,42965,145.7571,146.15,,,145,1.63E+12,881
17-08-2021,PVH,968056,106.9893,110.48,,,105.42,1.63E+12,14500
17-08-2021,TGS,29938,4.5812,4.58,,,4.51,1.63E+12,198
17-08-2021,KOP,100754,30.5538,30.6,,,30.27,1.63E+12,1756
17-08-2021,WAVE,1318814,9.7346,8.22,,,8.22,1.63E+12,9968
17-08-2021,AEO,4900541,30.9969,31.79,,,30.61,1.63E+12,44703
17-08-2021,HMLP,663527,4.5198,4.38,,,4.32,1.63E+12,3201
17-08-2021,LBRDA,73908,179.7153,178.47,,,178.47,1.63E+12,2527
17-08-2021,PULS,237379,49.696,49.7,,,49.69,1.63E+12,485
17-08-2021,ALTG,44737,12.4943,12.58,,,12.32,1.63E+12,580
17-08-2021,EAOR,1385,31.378,31.45,,,31.344,1.63E+12,19
17-08-2021,DK,416130,15.471,15.25,,,15.2,1.63E+12,5279
17-08-2021,SIFY,292076,3.3815,3.47,,,3.32,1.63E+12,1527
17-08-2021,GRN,20944,22.6392,22.93,,,22.45,1.63E+12,170
17-08-2021,GNOM,66401,22.4228,22.38,,,22.26,1.63E+12,631
17-08-2021,DLRpL,9520,27.3856,27.47,,,27.32,1.63E+12,126
17-08-2021,GDYN,377204,23.7884,23.28,,,22.81,1.63E+12,4867
17-08-2021,AGM,15458,98.6108,99.5,,,98.0248,1.63E+12,595
17-08-2021,CVLY,97192,22.5445,22.44,,,22.25,1.63E+12,368
17-08-2021,FTC,17731,113.7142,113.95,,,113.3414,1.63E+12,291
17-08-2021,FGRO,22098,20.9438,21.06,,,20.83,1.63E+12,219
17-08-2021,URTH,199039,130.1783,130.4,,,129.52,1.63E+12,2394
17-08-2021,EAD,129808,8.9236,8.94,,,8.9044,1.63E+12,411
17-08-2021,FNKO,722246,17.5171,17.97,,,17.26,1.63E+12,6608
17-08-2021,TLS,1538711,25.5,25.07,,,24.495,1.63E+12,14238
17-08-2021,EGP,113072,174.8867,173.74,,,173.55,1.63E+12,3048
17-08-2021,IGD,252694,6.0692,6.07,,,6.04,1.63E+12,616
17-08-2021,OSN,8641,4.789,4.75,,,4.75,1.63E+12,77
17-08-2021,HPX,48508,9.75,9.77,,,9.69,1.63E+12,465
17-08-2021,NXR,9664,17.855,17.84,,,17.6982,1.63E+12,45
17-08-2021,JDD,25947,10.4984,10.53,,,10.43,1.63E+12,74
17-08-2021,DRV,298394,4.6619,4.64,,,4.59,1.63E+12,812
17-08-2021,EAF,1471295,10.6353,10.53,,,10.48,1.63E+12,10765
17-08-2021,AQUA,1207148,37.5486,37.87,,,37.225,1.63E+12,12712
17-08-2021,JFR,275368,9.9125,9.91,,,9.89,1.63E+12,1311
17-08-2021,PAWZ,14521,81.8742,82.04,,,81.7046,1.63E+12,439
